Codigo_Transacao,CPF_Cliente,Nome_Cliente,Data_Transacao,Moeda,Valor_Transacao,Tipo_Transacao,Status_Transacao,Categoria,Banco,Num_Parcelas,Taxa_Servico,Valor_Final
FIN000691,694.833.485-59,Andre Monteiro,,BRL,1759.49,PIX,Aprovada,Viagem,BTG,1,42.38,1801.87
FIN000791,477.679.582-39,Diego,,BRL,11146.14,Depósito,Pendente,Moradia,XP,12,112.81,11258.95
FIN000532,380.194.546-31,Diego Peixoto,2023-09-29,BRL,2690.58,Saque,Aprovada,Moradia,C6 Bank,1,229.26331653225807,2748.8
FIN000868,913.457.925-49,Thiago Cavalcanti,2024-08-01,BRL,5471.9,Depósito,Recusada,Moradia,BTG,6,39.31,5511.21
FIN000170,198.628.611-91,Beatriz Lopes,2022-11-02,BRL,4153.64,Transferência,,Alimentação,,24,36.66,4190.3
FIN000240,707.414.347-97,Thiago Cavalcanti,,BRL,21968.93,PIX,Pendente,Alimentação,Inter,1,640.15,22609.08
FIN000074,889.866.575-78,Amanda Vieira,,BRL,1270.37,Depósito,Pendente,Tecnologia,Banco do Brasil,3,19.79,1290.16
FIN000762,227.252.625-40,Natalia Correia,2024-04-26,BRL,7304.47,Saque,Aprovada,Investimento,XP,3,48.66,7353.13
FIN000741,741.221.218-18,Marcelo Teixeira,,BRL,9857.76,Saque,Pendente,Moradia,C6 Bank,3,104.64,9962.4
FIN000751,430.519.150-56,Rodrigo Farias,2024-04-16,BRL,3644.86,PIX,Aprovada,Moradia,XP,24,64.88,3709.74
FIN000742,868.352.118-95,Carolina Azevedo,,BRL,72198.39,Depósito,Recusada,Vestuário,C6 Bank,6,206.11,72404.5
FIN000831,439.529.909-99,Guilherme Mota,2024-06-28,BRL,7067.02,Pagamento,Pendente,Viagem,XP,6,52.96,7119.98
FIN000048,982.968.547-11,Henrique Pinto,2022-07-13,BRL,24208.42,Pagamento,Aprovada,Alimentação,Inter,6,272.95,24481.37
FIN000763,786.208.370-65,Rafael Macedo,,BRL,13126.98,Depósito,,Alimentação,BTG,2,316.06,13443.04
FIN000592,657.722.546-30,Rafael Macedo,2023-11-23,BRL,11623.17,Depósito,Aprovada,Tecnologia,XP,1,251.47,11874.64
FIN000808,271.847.120-77,Priscila Gomes,2024-06-07,BRL,21667.65,Pagamento,Pendente,Investimento,Banco do Brasil,6,587.37,22255.02
FIN000653,726.891.858-24,Priscila Gomes,2024-01-17,BRL,7433.13,Depósito,Recusada,,Banco do Brasil,6,180.76,7613.89
FIN000193,890.596.983-90,Priscila Gomes,2022-11-23,BRL,21189.04,Saque,Pendente,Viagem,Banco do Brasil,2,470.57,21659.61
FIN000245,105.249.667-78,Isabela Nunes,2023-01-09,BRL,7341.06,Pagamento,Pendente,Tecnologia,Inter,1,132.92,7473.98
FIN000060,145.627.664-50,Felipe Andrade,2022-07-24,BRL,2022.21,Saque,Aprovada,Vestuário,Banco do Brasil,12,52.6,2074.81
FIN000177,886.838.168-54,Natalia Correia,2022-11-08,BRL,17490.86,Depósito,Pendente,Investimento,C6 Bank,12,328.72,17819.58
FIN000450,286.216.495-61,Amanda Vieira,2023-07-16,BRL,12233.31,Saque,Aprovada,Moradia,XP,1,256.19,12489.5
FIN000056,574.428.178-55,Henrique Pinto,2022-07-21,BRL,20945.47,Pagamento,Recusada,Alimentação,C6 Bank,2,266.99,21212.46
FIN000920,570.260.647-73,Amanda Vieira,2024-09-17,BRL,17188.07,Depósito,Aprovada,Alimentação,Inter,24,345.16,17533.23
FIN000642,309.714.346-52,Leticia Moura,2024-01-07,BRL,1304.38,Pagamento,Pendente,Vestuário,Banco do Brasil,2,11.29,1315.67
